,PIRATE,DR-BERT,ESpritz N,ESpritz X,ESpritz D,DisEMBL 465,DisEMBL HL,IUPred3,pyHCA-dis,DisoMine,RONN,IsUnstruct,VSL2,MobiDB-lite,SPOT-Disorder-Single,AIUPred,flDPnn,flDPlr,AUCpreD no_profile,AUCpreD profile,DeepIDP-2L,SETH_0,DisoPred,PreDisorder,IDP-Fusion,PredIDR long,PredIDR short,SPOT-Disorder,APOD,s2D-2,DISOPRED3 diso,DisPredict3,DisPredict2,rawMSA,SPOT-Disorder2,SETH_1
0,,-0.13795723988242767,-0.4185448389163283,0.17134117475124774,-0.3675690868927142,,,-0.08138967393321547,,-0.2646425328039935,,0.3426823495024955,,,-0.17134117475124774,0.11730928305086624,0.28542393672463257,0.36151824801119503,,,0.2069358598236415,-0.07504703639898488,0.17332380832668873,-0.23241991027700704,0.22993666195403317,-0.033562254158959734,-0.05255330772563416,0.22333882734684155,-0.3547089028952558,0.3649048322378996,,0.42242988782651836,-0.2972051800368241,0.3136517823992257,0.1352568599729607,0.2487322801358221
1,,-0.17394608506914794,-0.2286027054324573,0.17134117475124774,-0.3675690868927142,,,-0.15464385653662346,,-0.36730558432278426,,-0.17134117475124774,,,0.11730928305086624,0.11730928305086624,0.04604792152776785,0.1038961342133789,,,0.2069358598236415,-0.2937325887620653,-0.5608261708263907,,0.3014065784387822,0.0374617737003058,-0.045420643675181595,0.18888738981236408,-0.08844105876031315,0.14556988409966898,-0.48849140546278713,0.44183907591167165,-0.37607472247136653,0.427149248890877,0.17707540590951748,0.28209859958209754
2,,-0.15445212725967444,-0.0856626779828751,,-0.3675690868927142,,,-0.08138967393321547,,-0.29965889937954027,,0.11730928305086624,,,-0.10558660402146873,0.11730928305086624,0.35263012727756193,0.14351501138188977,0.3426823495024955,-0.09276872870154955,0.2069358598236415,0.06460674157303371,0.014277112997145852,-0.446191750990183,0.25492098673926855,-0.030722292422740608,-0.045420643675181595,0.20558754753901604,-0.20951657885178335,-0.038197108166683424,-0.2998470558146835,0.3398947410042857,-0.4006478478562125,0.3958657015517187,0.2746169430630653,0.3928671651065382
3,,-0.038987915618946954,-0.07138556498572926,-0.42504514268948396,-0.3675690868927142,,,0.008864934451144021,,-0.3017778359435794,,0.11730928305086624,,,-0.23622095165536378,0.11730928305086624,-0.06722545269993785,0.32287523763447246,-0.033978546091729955,-0.11996281728906753,0.2069358598236415,0.4548045650617026,0.14481166669719014,-0.05767045096202577,0.27591447976485534,0.0374617737003058,-0.045420643675181595,0.20017548083700737,-0.13880911056466413,-0.31880733944954126,-0.33705329265734907,-0.04580323138535539,-0.34065285482376284,0.3500144637064343,0.2551086356323557,0.3494646103321688
4,,-0.04498605648340033,-0.2628310129733424,-0.42504514268948396,-0.3675690868927142,,,0.008864934451144021,,-0.3104378696033217,,0.11730928305086624,,,-0.08138967393321547,0.11730928305086624,-0.06471838854128809,-0.5012134370659224,0.08076136446989916,-0.13430719346526962,0.18894143723028137,0.2840168380517501,-0.12764834976246586,-0.2182346833323454,0.25342145152315515,-0.04528045616897172,-0.03203669715173429,0.18724366333119036,-0.2536079965992242,0.06951873686336382,-0.41563412668166533,0.33136288168558925,-0.25266614810955806,0.35149651558586,0.2738666235464995,0.4260418771840068
5,,-0.04198698605117364,-0.3205817850998689,-0.17134117475124774,-0.3675690868927142,,,0.008864934451144021,,-0.39526365311796696,,0.11730928305086624,-0.17134117475124774,,-0.16568917545918999,0.11730928305086624,0.23629737211586582,-0.6154187128769711,-0.0015163529593715517,-0.14685400438338617,0.19643911331084807,0.38706093042453615,-0.3458972971368117,-0.04594086771551205,0.370385198379996,-0.013087304109798087,-0.012987016776672362,0.1374096941560662,-0.39900773692023406,0.03318556148673317,-0.44829847212154705,0.47154802147546204,-0.22517614005452546,0.3804086700264409,0.19194050766250806,0.4165177269194462
6,,-0.0029990704322266884,-0.4887602504862442,,-0.3675690868927142,,,0.04629465768930766,,-0.34526486869687617,,0.11730928305086624,0.11730928305086624,,-0.17134117475124774,0.11730928305086624,0.20288528995944105,-0.31808863288792577,-0.07947871572442139,-0.13781683488287008,0.19208179624083252,0.09935351550623196,-0.06396584913964522,-0.017225263567621996,0.26861438693053924,-0.013087304109798087,-0.0022796773810005917,0.2363506477182119,-0.17433106396514933,0.15443594170741273,-0.2894294323451273,0.31761912911484147,-0.24569210325784668,0.39550425217034724,0.2909098319259888,0.3655937461936536
7,,-0.055482802996193736,-0.3924582166360355,-0.17134117475124774,-0.19797488254025383,,,0.027614862576531663,,-0.23801737035263498,,0.11730928305086624,0.11730928305086624,,-0.3714793963277431,0.11730928305086624,0.28370735441936756,-0.22809713303598864,-0.036090521849338385,-0.0737488613610027,0.19194050766250806,0.14581534776788455,-0.0922893005375875,-0.23464053310389685,0.23842609936202175,-0.01924603545558542,0.05186893824566504,0.17357963696529957,0.020258626947275305,0.1586218546852466,0.06113907114191473,0.4944605614168306,-0.2253433707794361,0.420853257036298,0.274414944548742,0.08199969184294692
8,,0.014995352161133442,-0.2968937965816712,-0.17134117475124774,-0.3675690868927142,,,0.04043604877277851,,-0.16892536759324742,,0.11730928305086624,0.11730928305086624,,-0.5155510863858755,0.11730928305086624,0.2692097649500648,-0.004498605648340033,0.04966885194399778,0.01281216489381409,0.29133858651668676,-0.23459170416699515,0.45994586365480605,-0.23464053310389685,0.2684168036842886,0.0938217559443647,-0.11415644124430575,0.09543122898092227,-0.1636902367542209,0.3581744048303502,0.02444022873434811,0.07063413798587947,-0.2315447131006155,0.41726037979224667,0.15445212725967444,0.0716850482732654
9,,0.04498605648340033,-0.24530320983847875,,-0.19797488254025383,,,0.04043604877277851,,-0.1997502146975264,,0.11730928305086624,0.11730928305086624,,-0.5668262951995643,0.11730928305086624,0.1154642116407275,-0.23652488338339261,-0.1892146740723725,0.07623268982672725,0.3083813213085241,-0.05705811721339171,0.2611111917648817,0.15836747400217588,0.28641122627764876,0.1608968564086941,-0.06468865003843995,-0.0270314152438163,0.11647118497671616,0.32222500386645475,0.0953957315114878,0.33916830353615274,-0.22207059655934525,0.44791509144124203,0.1454549159629944,0.03225827172296943
